structure_1,structure_2,pdd_emd,amd_dist,identical,very_similar,similar
cod-1011258,cod-9004178,0.06076494,0.060764941654531945,False,True,True
cod-1011258,cod-9004179,0.06740634,0.06740634907942766,False,True,True
cod-1011258,cod-9004180,0.06232668,0.0623266887118854,False,True,True
cod-1011258,cod-9004181,0.06016165,0.060161659619324404,False,True,True
cod-1011258,cod-9008877,0.16157458,0.16157458026167593,False,False,True
cod-1011258,cod-9011662,0.16159887,0.1615988782569895,False,False,True
cod-1011259,cod-1534836,1.1111671,1.1111671037217818,False,False,False
cod-1011259,cod-1536063,1.0815129778831336,0.8888888888888888,False,False,False
cod-1011259,cod-1537875,0.83056627,0.8305662701413947,False,False,False
cod-1011259,cod-2107059,0.2186,0.21860000000000035,False,False,True
cod-1011259,cod-2300112,0.20319999,0.20319999999999983,False,False,True
cod-1011259,cod-2300113,0.2336,0.23360000000000003,False,False,True
cod-1011259,cod-2300114,0.264,0.26400000000000023,False,False,True
cod-1011259,cod-2300115,0.2922,0.29220000000000024,False,False,True
cod-1011259,cod-2300116,0.312,0.3120000000000003,False,False,True
cod-1011259,cod-2300450,0.20338399,0.2033839999999998,False,False,True
cod-1011259,cod-4517837,0.8679254189368526,0.8888888888888888,False,False,False
cod-1011259,cod-9004178,0.20319999,0.20319999999999983,False,False,True
cod-1011259,cod-9004179,0.1954,0.19540000000000024,False,False,True
cod-1011259,cod-9004180,0.20319999,0.20319999999999983,False,False,True
cod-1011259,cod-9004181,0.1954,0.19540000000000024,False,False,True
cod-1011259,cod-9008877,0.2180055,0.21800550616886216,False,False,True
cod-1011259,cod-9011662,0.21882003,0.21882003095133307,False,False,True
cod-1534836,cod-1536063,1.4054311661982928,1.4232875550030482,False,False,False
cod-1534836,cod-1537875,1.13319729,1.1331972901125278,False,False,False
cod-1534836,cod-2107059,1.05843256,1.0584325635800726,False,False,False
cod-1534836,cod-2300112,1.06825138,1.0682513893745926,False,False,False
cod-1534836,cod-2300113,1.05168231,1.0516823112831881,False,False,False
cod-1534836,cod-2300114,1.03507309,1.035073092585347,False,False,False
cod-1534836,cod-2300115,1.01924147,1.0192414735214186,False,False,False
cod-1534836,cod-2300116,1.00823465,1.0082346519290772,False,False,False
cod-1534836,cod-2300450,1.06845523,1.0684552363910096,False,False,False
cod-1534836,cod-4517837,1.3808737329213572,1.3824088139633552,False,False,False
cod-1534836,cod-9004178,1.06770115,1.0677011508269003,False,False,False
cod-1534836,cod-9004179,1.07043762,1.0704376222638037,False,False,False
cod-1534836,cod-9004180,1.06770115,1.0677011508269003,False,False,False
cod-1534836,cod-9004181,1.07043762,1.0704376222638037,False,False,False
cod-1534836,cod-9008877,1.0689923,1.068992301515172,False,False,False
cod-1534836,cod-9011662,1.06886411,1.0688641100881582,False,False,False
cod-1536063,cod-1537875,1.138216578628444,0.8888888888888888,False,False,False
cod-1536063,cod-2107059,1.1335672692763574,0.8888888888888888,False,False,False
cod-1536063,cod-2300112,1.1258025870637594,0.8888888888888888,False,False,False
cod-1536063,cod-2300113,1.1372115674413592,0.8888888888888888,False,False,False
cod-1536063,cod-2300114,1.149674751637971,0.8888888888888888,False,False,False
cod-1536063,cod-2300115,1.1559057852092065,0.9173774078525527,False,False,False
cod-1536063,cod-2300116,1.17320337514509,0.9386504527648656,False,False,False
cod-1536063,cod-2300450,1.1331276273001196,0.8888888888888888,False,False,False
cod-1536063,cod-4517837,0.6359844044855296,0.2428458209481852,False,False,False
cod-1536063,cod-9004178,1.126942308556756,0.8888888888888888,False,False,False
cod-1536063,cod-9004179,1.1255479794475176,0.8888888888888888,False,False,False
cod-1536063,cod-9004180,1.1238023878652672,0.8888888888888888,False,False,False
cod-1536063,cod-9004181,1.1291521571345857,0.8888888888888888,False,False,False
cod-1536063,cod-9008877,1.0869497164567843,0.8888888888888888,False,False,False
cod-1536063,cod-9011662,1.087236989518887,0.8888888888888888,False,False,False
cod-1537875,cod-2107059,0.71580014,0.7158001414760937,False,False,False
cod-1537875,cod-2300112,0.72794651,0.7279465182084754,False,False,False
cod-1537875,cod-2300113,0.70549017,0.7054901742420743,False,False,False
cod-1537875,cod-2300114,0.71424445,0.7142444577517306,False,False,False
cod-1537875,cod-2300115,0.73708075,0.7370807544919602,False,False,False
cod-1537875,cod-2300116,0.75111376,0.7511137608135003,False,False,False
cod-1537875,cod-2300450,0.72825527,0.7282552775419342,False,False,False
cod-1537875,cod-4517837,0.9912898901626008,0.9772032746023163,False,False,False
cod-1537875,cod-9004178,0.72779117,0.7277911771968029,False,False,False
cod-1537875,cod-9004179,0.73248915,0.7324891549919519,False,False,False
cod-1537875,cod-9004180,0.72779117,0.7277911771968029,False,False,False
cod-1537875,cod-9004181,0.73248915,0.7324891549919519,False,False,False
cod-1537875,cod-9008877,0.72876948,0.7287694884867877,False,False,False
cod-1537875,cod-9011662,0.72832365,0.7283236572837453,False,False,False
cod-2107059,cod-2300112,0.01957072,0.019570727599358406,False,True,True
cod-2107059,cod-2300113,0.01499999,0.01499999999999968,False,True,True
cod-2107059,cod-2300114,0.0454,0.04540000000000077,False,True,True
cod-2107059,cod-2300115,0.08366116,0.0836611643607581,False,True,True
cod-2107059,cod-2300116,0.096744,0.0967440065794607,False,True,True
cod-2107059,cod-2300450,0.03499682,0.034996829299231536,False,True,True
cod-2107059,cod-4517837,0.9277683405946587,0.8888888888888888,False,False,False
cod-2107059,cod-9004178,0.01781906,0.01781906528713506,False,True,True
cod-2107059,cod-9004179,0.02322743,0.02322743483592049,False,True,True
cod-2107059,cod-9004180,0.02117397,0.021173975265359246,False,True,True
cod-2107059,cod-9004181,0.04339292,0.043392929155224635,False,True,True
cod-2107059,cod-9008877,0.18263708,0.18263708260788114,False,False,True
cod-2107059,cod-9011662,0.18266138,0.1826613806031956,False,False,True
cod-2300112,cod-2300113,0.03197032,0.031970320367597616,False,True,True
cod-2300112,cod-2300114,0.06402474,0.06402474572604255,False,True,True
cod-2300112,cod-2300115,0.101901,0.10190100957059389,False,False,True
